Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
17150_2#68,2013,Sweden,Europe,,0.032,0.004,0.003,0.016,,,4186,847,0.032,0.004,0.003,0.016,NA,NA,-4.965784285,-7.965784285,-8.380821784,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#69,2013,Sweden,Europe,,1,0.004,0.004,0.016,,,7445,929,1,0.004,0.004,0.016,NA,NA,0,-7.965784285,-7.965784285,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#7,2013,The Netherlands,Europe,,0.25,3,0.006,0.016,,,4995,559,0.25,3,0.006,0.016,NA,NA,-2,1.584962501,-7.380821784,-5.965784285,NA,NA,0,1,0,0,NA,NA
17150_2#70,2013,Sweden,Europe,,0.064,4,0.003,0.016,,,10013,662,0.064,4,0.003,0.016,NA,NA,-3.965784285,2,-8.380821784,-5.965784285,NA,NA,0,1,0,0,NA,NA
17150_2#71,2013,Sweden,Europe,,0.25,0.004,0.003,0.016,,,13301,779,0.25,0.004,0.003,0.016,NA,NA,-2,-7.965784285,-8.380821784,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#72,2013,Greece,Europe,,0.19,0.006,0.016,0.023,,,292,203,0.19,0.006,0.016,0.023,NA,NA,-2.395928676,-7.380821784,-5.965784285,-5.442222329,NA,NA,0,0,0,0,NA,NA
17150_2#73,2013,Greece,Europe,,1,32,0.064,0.064,,,4730,556,1,32,0.064,0.064,NA,NA,0,5,-3.965784285,-3.965784285,NA,NA,0,1,0,0,NA,NA
17150_2#74,2013,Greece,Europe,,1,0.023,0.094,0.125,,,8329,614,1,0.023,0.094,0.125,NA,NA,0,-5.442222329,-3.411195433,-3,NA,NA,0,0,0,0,NA,NA
17150_2#75,2013,Greece,Europe,,0.5,32,0.032,0.023,,,225,179,0.5,32,0.032,0.023,NA,NA,-1,5,-4.965784285,-5.442222329,NA,NA,0,1,0,0,NA,NA
17150_2#76,2013,Greece,Europe,,0.38,32,0.047,0.094,,,11059,723,0.38,32,0.047,0.094,NA,NA,-1.395928676,5,-4.411195433,-3.411195433,NA,NA,0,1,0,0,NA,NA
17150_2#77,2013,Sweden,Europe,,1,0.032,0.047,0.023,,,5445,888,1,0.032,0.047,0.023,NA,NA,0,-4.965784285,-4.411195433,-5.442222329,NA,NA,0,0,0,0,NA,NA
17150_2#78,2013,Greece,Europe,,0.38,0.006,0.006,0.016,,,8465,618,0.38,0.006,0.006,0.016,NA,NA,-1.395928676,-7.380821784,-7.380821784,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#79,2013,Greece,Europe,,1,32,0.094,0.25,,,3806,840,1,32,0.094,0.25,NA,NA,0,5,-3.411195433,-2,NA,NA,0,1,0,0,NA,NA
17150_2#8,2013,The Netherlands,Europe,,0.25,32,0.064,0.064,,,4822,313,0.25,32,0.064,0.064,NA,NA,-2,5,-3.965784285,-3.965784285,NA,NA,0,1,0,0,NA,NA
17150_2#80,2013,Greece,Europe,,0.75,32,0.094,0.047,,,225,179,0.75,32,0.094,0.047,NA,NA,-0.415037499,5,-3.411195433,-4.411195433,NA,NA,0,1,0,0,NA,NA
17150_2#81,2013,Greece,Europe,,0.19,0.008,0.012,0.016,,,8919,976,0.19,0.008,0.012,0.016,NA,NA,-2.395928676,-6.965784285,-6.380821784,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#82,2013,Greece,Europe,,0.19,0.008,0.008,0.016,,,4528,856,0.19,0.008,0.008,0.016,NA,NA,-2.395928676,-6.965784285,-6.965784285,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#83,2013,Denmark,Europe,,0.032,0.002,0.002,0.016,,,1993,168,0.032,0.002,0.002,0.016,NA,NA,-4.965784285,-8.965784285,-8.965784285,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#84,2013,Denmark,Europe,,0.38,0.004,0.002,0.016,,,1993,168,0.38,0.004,0.002,0.016,NA,NA,-1.395928676,-7.965784285,-8.965784285,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#85,2013,Denmark,Europe,,0.25,32,0.023,0.032,,,2400,186,0.25,32,0.023,0.032,NA,NA,-2,5,-5.442222329,-4.965784285,NA,NA,0,1,0,0,NA,NA
17150_2#86,2013,Denmark,Europe,,1,32,0.032,0.25,,,4947,873,1,32,0.032,0.25,NA,NA,0,5,-4.965784285,-2,NA,NA,0,1,0,0,NA,NA
17150_2#87,2013,Denmark,Europe,,0.25,32,0.016,0.094,,,6974,383,0.25,32,0.016,0.094,NA,NA,-2,5,-5.965784285,-3.411195433,NA,NA,0,1,0,0,NA,NA
17150_2#88,2013,Denmark,Europe,,0.047,0.003,0.002,0.016,,,9816,1007,0.047,0.003,0.002,0.016,NA,NA,-4.411195433,-8.380821784,-8.965784285,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#89,2013,Denmark,Europe,,0.25,2,0.004,0.023,,,5624,339,0.25,2,0.004,0.023,NA,NA,-2,1,-7.965784285,-5.442222329,NA,NA,0,1,0,0,NA,NA
17150_2#9,2013,The Netherlands,Europe,,0.19,16,0.047,0.032,,,2400,186,0.19,16,0.047,0.032,NA,NA,-2.395928676,4,-4.411195433,-4.965784285,NA,NA,0,1,0,0,NA,NA
17150_2#90,2013,Denmark,Europe,,0.19,0.002,0.006,0.047,,,995,650,0.19,0.002,0.006,0.047,NA,NA,-2.395928676,-8.965784285,-7.380821784,-4.411195433,NA,NA,0,0,0,0,NA,NA
17150_2#91,2013,Denmark,Europe,,0.38,0.004,0.002,0.016,,,7674,405,0.38,0.004,0.002,0.016,NA,NA,-1.395928676,-7.965784285,-8.965784285,-5.965784285,NA,NA,0,0,0,0,NA,NA
17150_2#92,2013,Denmark,Europe,,0.047,2,0.006,0.064,,,13299,777,0.047,2,0.006,0.064,NA,NA,-4.411195433,1,-7.380821784,-3.965784285,NA,NA,0,1,0,0,NA,NA
17150_2#93,2013,Denmark,Europe,,0.19,8,0.016,0.023,,,2400,186,0.19,8,0.016,0.023,NA,NA,-2.395928676,3,-5.965784285,-5.442222329,NA,NA,0,1,0,0,NA,NA
17328_3#36,2013,Germany,Europe,,,,0.003,0.016,,,-,1,NA,NA,0.003,0.016,NA,NA,NA,NA,-8.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#37,2013,Germany,Europe,,,,0.016,0.016,,,1407,127,NA,NA,0.016,0.016,NA,NA,NA,NA,-5.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#38,2013,Germany,Europe,,0.75,,0.064,0.125,,,4706,555,0.75,NA,0.064,0.125,NA,NA,-0.415037499,NA,-3.965784285,-3,NA,NA,0,NA,0,0,NA,NA
17328_3#39,2013,Germany,Europe,,,,0.002,0.016,,,5120,564,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#40,2013,Germany,Europe,,,,0.047,0.094,,,6969,920,NA,NA,0.047,0.094,NA,NA,NA,NA,-4.411195433,-3.411195433,NA,NA,NA,NA,0,0,NA,NA
17328_3#41,2013,Germany,Europe,,,,0.006,0.016,,,4751,861,NA,NA,0.006,0.016,NA,NA,NA,NA,-7.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#42,2013,Germany,Europe,,,,0.047,0.064,,,10782,689,NA,NA,0.047,0.064,NA,NA,NA,NA,-4.411195433,-3.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#43,2013,Germany,Europe,,,,0.094,0.125,,,11614,770,NA,NA,0.094,0.125,NA,NA,NA,NA,-3.411195433,-3,NA,NA,NA,NA,0,0,NA,NA
17328_3#44,2013,Germany,Europe,,,,0.012,0.016,,,-,1,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#45,2013,Germany,Europe,,,,0.008,0.016,,,5553,893,NA,NA,0.008,0.016,NA,NA,NA,NA,-6.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#46,2013,Germany,Europe,,,,0.032,0.064,,,10783,690,NA,NA,0.032,0.064,NA,NA,NA,NA,-4.965784285,-3.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#47,2013,Germany,Europe,,,,0.032,0.023,,,10825,701,NA,NA,0.032,0.023,NA,NA,NA,NA,-4.965784285,-5.442222329,NA,NA,NA,NA,0,0,NA,NA
17328_3#48,2013,Germany,Europe,,,,0.023,0.047,,,1407,127,NA,NA,0.023,0.047,NA,NA,NA,NA,-5.442222329,-4.411195433,NA,NA,NA,NA,0,0,NA,NA
17328_3#49,2013,Germany,Europe,,,,0.047,0.032,,,2400,186,NA,NA,0.047,0.032,NA,NA,NA,NA,-4.411195433,-4.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#50,2013,Germany,Europe,,,,0.012,0.016,,,11479,760,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#51,2013,Germany,Europe,,,,0.023,0.016,,,6961,585,NA,NA,0.023,0.016,NA,NA,NA,NA,-5.442222329,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#52,2013,Germany,Europe,,,,0.012,0.016,,,4995,559,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#53,2013,Germany,Europe,,,,0.016,0.016,,,2226,801,NA,NA,0.016,0.016,NA,NA,NA,NA,-5.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#54,2013,Germany,Europe,,,,0.023,0.016,,,2226,801,NA,NA,0.023,0.016,NA,NA,NA,NA,-5.442222329,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#55,2013,Germany,Europe,,,,0.012,0.016,,,2992,206,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#56,2013,Germany,Europe,,,,0.064,0.19,,,4275,295,NA,NA,0.064,0.19,NA,NA,NA,NA,-3.965784285,-2.395928676,NA,NA,NA,NA,0,0,NA,NA
17328_3#57,2013,Germany,Europe,,,,0.023,0.032,,,359,243,NA,NA,0.023,0.032,NA,NA,NA,NA,-5.442222329,-4.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#58,2013,Germany,Europe,,,,0.012,0.016,,,10826,702,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#59,2013,Germany,Europe,,,,0.023,0.032,,,10784,691,NA,NA,0.023,0.032,NA,NA,NA,NA,-5.442222329,-4.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#60,2013,Germany,Europe,,,,0.002,0.016,,,387,271,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#61,2013,Germany,Europe,,,,0.008,0.016,,,4995,559,NA,NA,0.008,0.016,NA,NA,NA,NA,-6.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#62,2013,Germany,Europe,,,,0.004,0.016,,,25,190,NA,NA,0.004,0.016,NA,NA,NA,NA,-7.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#63,2013,Germany,Europe,,,,0.012,0.016,,,11613,769,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#64,2013,Germany,Europe,,,,0.004,0.016,,,25,190,NA,NA,0.004,0.016,NA,NA,NA,NA,-7.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#65,2013,Germany,Europe,,,,0.047,0.125,,,7072,587,NA,NA,0.047,0.125,NA,NA,NA,NA,-4.411195433,-3,NA,NA,NA,NA,0,0,NA,NA
17328_3#66,2013,Germany,Europe,,,,0.002,0.016,,,11608,764,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#67,2013,Germany,Europe,,,,0.023,0.047,,,359,243,NA,NA,0.023,0.047,NA,NA,NA,NA,-5.442222329,-4.411195433,NA,NA,NA,NA,0,0,NA,NA
17328_3#68,2013,Germany,Europe,,,,0.002,0.016,,,387,271,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#69,2013,Germany,Europe,,,,0.012,0.016,,,9500,998,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_3#70,2013,Germany,Europe,,,,0.023,0.016,,,6961,585,NA,NA,0.023,0.016,NA,NA,NA,NA,-5.442222329,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#1,2013,Germany,Europe,,,,0.016,0.023,,,9500,998,NA,NA,0.016,0.023,NA,NA,NA,NA,-5.965784285,-5.442222329,NA,NA,NA,NA,0,0,NA,NA
17328_4#10,2013,Latvia,Europe,,,,0.002,0.016,,,10785,692,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#11,2013,Latvia,Europe,,,,0.023,0.032,,,5,317,NA,NA,0.023,0.032,NA,NA,NA,NA,-5.442222329,-4.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#12,2013,Latvia,Europe,,,,0.016,0.023,,,5,317,NA,NA,0.016,0.023,NA,NA,NA,NA,-5.965784285,-5.442222329,NA,NA,NA,NA,0,0,NA,NA
17328_4#13,2013,Latvia,Europe,,0.5,,0.032,0.032,,,5,317,0.5,NA,0.032,0.032,NA,NA,-1,NA,-4.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
17328_4#14,2013,Latvia,Europe,,,,0.023,0.023,,,5,317,NA,NA,0.023,0.023,NA,NA,NA,NA,-5.442222329,-5.442222329,NA,NA,NA,NA,0,0,NA,NA
17328_4#15,2013,Latvia,Europe,,0.5,,0.032,0.023,,,5,317,0.5,NA,0.032,0.023,NA,NA,-1,NA,-4.965784285,-5.442222329,NA,NA,0,NA,0,0,NA,NA
17328_4#16,2013,Latvia,Europe,,,,0.012,0.023,,,10828,703,NA,NA,0.012,0.023,NA,NA,NA,NA,-6.380821784,-5.442222329,NA,NA,NA,NA,0,0,NA,NA
17328_4#17,2013,Latvia,Europe,,,,0.064,0.125,,,4269,294,NA,NA,0.064,0.125,NA,NA,NA,NA,-3.965784285,-3,NA,NA,NA,NA,0,0,NA,NA
17328_4#18,2013,Latvia,Europe,,,,0.064,0.125,,,4269,294,NA,NA,0.064,0.125,NA,NA,NA,NA,-3.965784285,-3,NA,NA,NA,NA,0,0,NA,NA
17328_4#19,2013,Latvia,Europe,,,,0.012,0.016,,,10828,703,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#2,2013,Germany,Europe,,,,0.006,0.016,,,5441,567,NA,NA,0.006,0.016,NA,NA,NA,NA,-7.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#20,2013,Latvia,Europe,,0.5,,0.023,0.016,,,5,317,0.5,NA,0.023,0.016,NA,NA,-1,NA,-5.442222329,-5.965784285,NA,NA,0,NA,0,0,NA,NA
17328_4#21,2013,Latvia,Europe,,,,0.064,0.125,,,4269,294,NA,NA,0.064,0.125,NA,NA,NA,NA,-3.965784285,-3,NA,NA,NA,NA,0,0,NA,NA
17328_4#22,2013,Latvia,Europe,,0.5,,0.023,0.023,,,5,317,0.5,NA,0.023,0.023,NA,NA,-1,NA,-5.442222329,-5.442222329,NA,NA,0,NA,0,0,NA,NA
17328_4#23,2013,Latvia,Europe,,,,0.064,0.19,,,10778,687,NA,NA,0.064,0.19,NA,NA,NA,NA,-3.965784285,-2.395928676,NA,NA,NA,NA,0,0,NA,NA
17328_4#24,2013,Latvia,Europe,,0.75,,0.032,0.023,,,5,317,0.75,NA,0.032,0.023,NA,NA,-0.415037499,NA,-4.965784285,-5.442222329,NA,NA,0,NA,0,0,NA,NA
17328_4#25,2013,Latvia,Europe,,0.75,,0.032,0.023,,,5,317,0.75,NA,0.032,0.023,NA,NA,-0.415037499,NA,-4.965784285,-5.442222329,NA,NA,0,NA,0,0,NA,NA
17328_4#26,2013,Latvia,Europe,,,,0.016,0.016,,,7698,934,NA,NA,0.016,0.016,NA,NA,NA,NA,-5.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#27,2013,Latvia,Europe,,,,0.002,0.016,,,5341,885,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#28,2013,Latvia,Europe,,,,0.008,0.016,,,10828,703,NA,NA,0.008,0.016,NA,NA,NA,NA,-6.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#29,2013,Latvia,Europe,,,,0.006,0.016,,,10786,693,NA,NA,0.006,0.016,NA,NA,NA,NA,-7.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#3,2013,Germany,Europe,,,,0.006,0.016,,,5441,567,NA,NA,0.006,0.016,NA,NA,NA,NA,-7.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#30,2013,Latvia,Europe,,,,0.008,0.016,,,5119,881,NA,NA,0.008,0.016,NA,NA,NA,NA,-6.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#31,2013,Latvia,Europe,,,,0.008,0.016,,,5119,881,NA,NA,0.008,0.016,NA,NA,NA,NA,-6.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#32,2013,Latvia,Europe,,,,0.008,0.016,,,10828,703,NA,NA,0.008,0.016,NA,NA,NA,NA,-6.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#33,2013,Latvia,Europe,,0.75,,0.032,0.032,,,3485,240,0.75,NA,0.032,0.032,NA,NA,-0.415037499,NA,-4.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
17328_4#34,2013,Latvia,Europe,,,,0.004,0.016,,,10779,688,NA,NA,0.004,0.016,NA,NA,NA,NA,-7.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#35,2013,Latvia,Europe,,,,0.023,0.016,,,21,171,NA,NA,0.023,0.016,NA,NA,NA,NA,-5.442222329,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#36,2013,Latvia,Europe,,,,0.023,0.016,,,21,171,NA,NA,0.023,0.016,NA,NA,NA,NA,-5.442222329,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#37,2013,Latvia,Europe,,,,0.002,0.016,,,10829,704,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#38,2013,Latvia,Europe,,12,,0.016,0.016,,,5,317,12,NA,0.016,0.016,NA,NA,3.584962501,NA,-5.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
17328_4#39,2013,Latvia,Europe,,,,0.002,0.016,,,3227,823,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#4,2013,Germany,Europe,,,,0.012,0.016,,,9500,998,NA,NA,0.012,0.016,NA,NA,NA,NA,-6.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#40,2013,Latvia,Europe,,,,0.002,0.016,,,3227,823,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#41,2013,Latvia,Europe,,0.75,,0.023,0.016,,,21,171,0.75,NA,0.023,0.016,NA,NA,-0.415037499,NA,-5.442222329,-5.965784285,NA,NA,0,NA,0,0,NA,NA
17328_4#42,2013,Latvia,Europe,,,,0.002,0.016,,,10787,694,NA,NA,0.002,0.016,NA,NA,NA,NA,-8.965784285,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#43,2013,Latvia,Europe,,0.75,,0.023,0.016,,,5,317,0.75,NA,0.023,0.016,NA,NA,-0.415037499,NA,-5.442222329,-5.965784285,NA,NA,0,NA,0,0,NA,NA
17328_4#44,2013,Iceland,Europe,,0.19,8,0.032,0.064,,,2400,186,0.19,8,0.032,0.064,NA,NA,-2.395928676,3,-4.965784285,-3.965784285,NA,NA,0,1,0,0,NA,NA
17328_4#45,2013,Iceland,Europe,,0.25,0.008,0.023,0.047,,,1034,455,0.25,0.008,0.023,0.047,NA,NA,-2,-6.965784285,-5.442222329,-4.411195433,NA,NA,0,0,0,0,NA,NA
17328_4#46,2013,Iceland,Europe,,0.125,32,0.006,0.016,,,9541,1001,0.125,32,0.006,0.016,NA,NA,-3,5,-7.380821784,-5.965784285,NA,NA,0,1,0,0,NA,NA
17328_4#47,2013,Iceland,Europe,,0.38,0.003,0.003,0.016,,,11080,738,0.38,0.003,0.003,0.016,NA,NA,-1.395928676,-8.380821784,-8.380821784,-5.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#48,2013,Iceland,Europe,,0.5,0.002,0.004,0.016,,,10640,685,0.5,0.002,0.004,0.016,NA,NA,-1,-8.965784285,-7.965784285,-5.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#49,2013,UK,Europe,,0.125,0.03,0.004,0.008,,,8919,976,0.125,0.03,0.004,0.008,NA,NA,-3,-5.058893689,-7.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#5,2013,Germany,Europe,,,,0.006,0.016,,,5441,567,NA,NA,0.006,0.016,NA,NA,NA,NA,-7.380821784,-5.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#50,2013,UK,Europe,,0.25,0.03,0.004,0.008,,,2992,206,0.25,0.03,0.004,0.008,NA,NA,-2,-5.058893689,-7.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#51,2013,UK,Europe,,0.125,0.03,0.008,0.008,,,995,650,0.125,0.03,0.008,0.008,NA,NA,-3,-5.058893689,-6.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#52,2013,UK,Europe,,0.125,0.03,0.002,0.008,,,995,650,0.125,0.03,0.002,0.008,NA,NA,-3,-5.058893689,-8.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#53,2013,UK,Europe,,0.25,0.03,0.004,0.008,,,2992,206,0.25,0.03,0.004,0.008,NA,NA,-2,-5.058893689,-7.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#54,2013,UK,Europe,,0.125,0.03,0.004,0.008,,,8417,961,0.125,0.03,0.004,0.008,NA,NA,-3,-5.058893689,-7.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#55,2013,UK,Europe,,0.25,16,0.03,0.03,,,6360,578,0.25,16,0.03,0.03,NA,NA,-2,4,-5.058893689,-5.058893689,NA,NA,0,1,0,0,NA,NA
17328_4#56,2013,UK,Europe,,0.125,16,0.03,0.03,,,9362,993,0.125,16,0.03,0.03,NA,NA,-3,4,-5.058893689,-5.058893689,NA,NA,0,1,0,0,NA,NA
17328_4#57,2013,UK,Europe,,0.125,0.03,0.004,0.008,,,645,373,0.125,0.03,0.004,0.008,NA,NA,-3,-5.058893689,-7.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#58,2013,UK,Europe,,0.03,0.03,0.004,0.015,,,51,563,0.03,0.03,0.004,0.015,NA,NA,-5.058893689,-5.058893689,-7.965784285,-6.058893689,NA,NA,0,0,0,0,NA,NA
17328_4#59,2013,UK,Europe,,0.125,0.03,0.002,0.004,,,8997,981,0.125,0.03,0.002,0.004,NA,NA,-3,-5.058893689,-8.965784285,-7.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#6,2013,Latvia,Europe,,,,0.032,0.032,,,5,317,NA,NA,0.032,0.032,NA,NA,NA,NA,-4.965784285,-4.965784285,NA,NA,NA,NA,0,0,NA,NA
17328_4#60,2013,UK,Europe,,0.03,0.03,0.002,0.008,,,51,563,0.03,0.03,0.002,0.008,NA,NA,-5.058893689,-5.058893689,-8.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#61,2013,UK,Europe,,0.25,16,0.03,0.047,,,2400,186,0.25,16,0.03,0.047,NA,NA,-2,4,-5.058893689,-4.411195433,NA,NA,0,1,0,0,NA,NA
17328_4#62,2013,UK,Europe,,0.125,0.03,0.015,0.015,,,8997,981,0.125,0.03,0.015,0.015,NA,NA,-3,-5.058893689,-6.058893689,-6.058893689,NA,NA,0,0,0,0,NA,NA
17328_4#63,2013,UK,Europe,,0.25,8,0.015,0.047,,,10149,669,0.25,8,0.015,0.047,NA,NA,-2,3,-6.058893689,-4.411195433,NA,NA,0,1,0,0,NA,NA
17328_4#64,2013,UK,Europe,,0.03,0.03,0.004,0.015,,,51,563,0.03,0.03,0.004,0.015,NA,NA,-5.058893689,-5.058893689,-7.965784285,-6.058893689,NA,NA,0,0,0,0,NA,NA
17328_4#65,2013,UK,Europe,,0.03,0.03,0.002,0.015,,,51,563,0.03,0.03,0.002,0.015,NA,NA,-5.058893689,-5.058893689,-8.965784285,-6.058893689,NA,NA,0,0,0,0,NA,NA
17328_4#66,2013,UK,Europe,,0.125,0.03,0.002,0.008,,,384,842,0.125,0.03,0.002,0.008,NA,NA,-3,-5.058893689,-8.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#67,2013,UK,Europe,,0.125,0.03,0.002,0.008,,,11609,765,0.125,0.03,0.002,0.008,NA,NA,-3,-5.058893689,-8.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#68,2013,UK,Europe,,0.06,0.03,0.004,0.03,,,51,563,0.06,0.03,0.004,0.03,NA,NA,-4.058893689,-5.058893689,-7.965784285,-5.058893689,NA,NA,0,0,0,0,NA,NA
17328_4#69,2013,UK,Europe,,0.125,0.03,0.008,0.03,,,292,203,0.125,0.03,0.008,0.03,NA,NA,-3,-5.058893689,-6.965784285,-5.058893689,NA,NA,0,0,0,0,NA,NA
17328_4#7,2013,Latvia,Europe,,,,0.008,0.023,,,10828,703,NA,NA,0.008,0.023,NA,NA,NA,NA,-6.965784285,-5.442222329,NA,NA,NA,NA,0,0,NA,NA
17328_4#70,2013,UK,Europe,,0.125,0.03,0.004,0.008,,,11610,766,0.125,0.03,0.004,0.008,NA,NA,-3,-5.058893689,-7.965784285,-6.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#71,2013,UK,Europe,,0.125,0.03,0.004,0.015,,,292,203,0.125,0.03,0.004,0.015,NA,NA,-3,-5.058893689,-7.965784285,-6.058893689,NA,NA,0,0,0,0,NA,NA
17328_4#72,2013,UK,Europe,,0.25,0.03,0.002,0.004,,,1780,156,0.25,0.03,0.002,0.004,NA,NA,-2,-5.058893689,-8.965784285,-7.965784285,NA,NA,0,0,0,0,NA,NA
17328_4#73,2013,UK,Europe,,0.5,16,0.03,0.5,,,4945,872,0.5,16,0.03,0.5,NA,NA,-1,4,-5.058893689,-1,NA,NA,0,1,0,0,NA,NA
